cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,C,E,E,A,N,F,C,A,A,D,E,K,J,B,BI,CO,A,J,AX,A,N,CK,0.220528,0.827585,0.506105,0.422727,0.525831,0.233692,0.268697,0.70342,0.30859,0.2123,0.197173,0.194925,0.41743,0.396839,594.86
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,H,D,A,A,G,H,G,F,D,BI,CL,A,AS,AN,A,K,HK,0.503312,0.555782,0.711159,0.229617,0.281143,0.463958,0.678809,0.37194,0.44352,0.45017,0.718299,0.705111,0.321548,0.709024,473.76
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,F,A,P,I,A,A,A,G,H,E,F,J,CL,EM,A,AX,X,C,K,HP,1.6e-05,0.862654,0.944251,0.950598,0.281143,0.012683,0.069503,0.73247,8e-05,0.0,0.915823,0.908179,0.000228,0.335189,505.73
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,D,A,P,K,A,A,A,C,E,L,I,B,AB,CM,A,AH,AF,E,M,CB,0.214605,0.737068,0.527991,0.215482,0.295397,0.171743,0.274064,0.2638,0.2418,0.2123,0.169206,0.167768,0.339244,0.255074,425.26
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,D,A,D,T,L,D,A,A,K,F,E,K,K,BI,CS,A,M,AD,A,P,LN,0.655966,0.737068,0.336963,0.738221,0.388783,0.896223,0.839287,0.819,0.58325,0.80569,0.832976,0.832658,0.867611,0.762576,563.65
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,A,A,A,A,G,F,G,I,E,BI,CL,A,J,J,C,O,HQ,0.559571,0.488789,0.57136,0.452887,0.281143,0.649955,0.74207,0.37754,0.5914,0.5,0.661688,0.648446,0.657761,0.375997,329.56
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,A,F,F,G,F,D,BI,AI,C,J,AO,A,J,GC,0.494613,0.488789,0.634224,0.267727,0.281143,0.414753,0.582549,0.33906,0.40455,0.47779,0.535044,0.523266,0.318646,0.380023,467.25
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,A,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,A,A,A,D,F,I,H,B,BI,CO,E,J,X,A,K,CR,0.327952,0.827585,0.745801,0.886774,0.422268,0.281728,0.314502,0.64027,0.34365,0.45567,0.304315,0.301921,0.333292,0.381537,438.97
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,A,G,F,G,F,D,BI,CL,A,A,AN,E,K,HG,0.503312,0.488789,0.506105,0.215482,0.281143,0.432555,0.659806,0.33906,0.39849,0.42828,0.523384,0.530877,0.321548,0.403393,595.0
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,A,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,O,A,A,B,E,F,G,F,D,BI,CI,A,AS,AG,A,K,GI,0.457024,0.785784,0.844219,0.236924,0.281143,0.450533,0.633426,0.40603,0.5042,0.34928,0.523384,0.51183,0.318646,0.721545,542.88
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,A,A,D,B,C,E,E,C,T,J,A,A,A,E,E,J,G,G,BI,A,A,AS,BM,E,P,DS,0.667647,0.358319,0.26357,0.442784,0.674529,0.292074,0.269473,0.566,0.69676,0.20496,0.275431,0.270746,0.506666,0.712803,315.46
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,A,D,D,A,B,C,B,B,B,A,A,A,A,B,C,B,D,E,E,A,P,N,D,A,A,D,E,K,H,B,AB,C,C,AV,BM,A,M,CK,0.325401,0.422197,0.592681,0.473202,0.758711,0.201125,0.262345,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.314238,477.33
A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,C,B,A,A,A,A,A,D,B,E,E,A,E,R,N,C,A,A,F,F,H,I,F,BI,C,A,U,BM,A,O,GS,0.538034,0.15999,0.54977,0.383428,0.651246,0.516518,0.427817,0.61229,0.54609,0.54433,0.430255,0.481306,0.6426,0.295676,577.0
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,A,B,A,A,A,B,H,D,D,C,E,E,A,C,F,A,A,A,F,G,G,G,H,BI,EL,C,AF,M,A,I,HB,0.141617,0.488789,0.484196,0.614134,0.281143,0.319778,0.588777,0.4293,0.18685,0.33428,0.511698,0.500382,0.179462,0.214612,528.42
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,A,A,A,D,B,C,G,E,A,N,O,A,A,A,C,D,J,H,B,BI,CO,E,AV,BM,A,M,EK,0.284869,0.358319,0.61366,0.514031,0.281143,0.26952,0.349614,0.67263,0.38249,0.26459,0.169206,0.167768,0.360468,0.29077,330.0
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,F,A,A,A,F,F,G,F,B,BI,CH,C,U,BM,A,K,GS,0.514906,0.245921,0.54977,0.383428,0.777274,0.416753,0.50114,0.54236,0.39849,0.45017,0.422624,0.481306,0.333292,0.296595,518.79
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,G,D,A,A,I,H,F,F,D,BI,EG,A,U,AN,A,K,KP,0.583707,0.358319,0.54977,0.208655,0.281143,0.570733,0.94802,0.2926,0.56682,0.46672,0.771508,0.785706,0.363547,0.294785,609.67
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,E,A,K,K,A,A,A,E,E,I,G,A,BI,BT,A,J,BH,F,K,DJ,0.273204,0.620805,0.484196,0.18295,0.281143,0.287716,0.31514,0.24564,0.38249,0.3148,0.301022,0.305148,0.276878,0.38574,612.74
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,I,A,A,A,C,E,M,I,B,BI,CO,C,AH,AX,A,N,CB,0.289618,0.827585,0.506105,0.534409,0.635304,0.169248,0.221,0.6984,0.30859,0.2123,0.167024,0.165648,0.391741,0.240314,563.01
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,L,D,A,A,G,F,G,K,K,BI,CS,A,K,AE,A,N,HK,0.500412,0.681761,0.57136,0.327354,0.718531,0.673638,0.548733,0.39455,0.44145,0.7877,0.644013,0.630853,0.746494,0.371125,449.96
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,B,G,F,G,J,K,BI,EB,A,AR,Y,A,M,HK,0.425579,0.737068,0.673861,0.809278,0.551723,0.608558,0.534767,0.92002,0.4832,0.67065,0.685687,0.682413,0.633362,0.441678,563.76
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,B,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,O,A,A,A,F,F,I,J,K,BI,U,C,E,BM,A,O,GS,0.40726,0.199504,0.61366,0.383428,0.594196,0.436312,0.44376,0.6984,0.39447,0.43919,0.430255,0.519456,0.605077,0.807647,533.0
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,A,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,D,A,A,E,E,H,F,B,BI,CS,A,E,AE,A,K,DJ,0.503312,0.488789,0.57136,0.373816,0.310061,0.337155,0.340247,0.26847,0.41471,0.44467,0.341813,0.335036,0.318646,0.806724,580.89
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,D,B,B,B,D,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,E,A,P,M,A,A,A,D,D,I,H,B,BI,CL,E,AV,BN,J,L,CR,0.254071,0.15999,0.298977,0.336414,0.577339,0.276287,0.308363,0.2926,0.24958,0.27777,0.180456,0.178698,0.310026,0.304442,578.34
B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,F,C,A,A,D,F,I,K,K,BI,CL,C,J,BN,A,O,EC,0.276672,0.785784,0.944251,0.432728,0.960658,0.421334,0.478328,0.56011,0.31039,0.42284,0.453334,0.443374,0.611431,0.386985,587.12
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,B,C,E,C,D,T,K,A,A,B,G,E,I,K,K,BI,BS,A,S,BM,J,R,HJ,0.391956,0.15999,0.26357,0.432728,0.602545,0.436312,0.544355,0.48864,0.36285,0.20496,0.388786,0.40609,0.648701,0.673913,573.9
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,A,A,A,A,H,G,G,F,B,AB,CS,A,U,K,C,K,IC,0.634734,0.488789,0.37718,0.886774,0.405415,0.45607,0.409847,0.36083,0.46853,0.51666,0.6075,0.594646,0.363547,0.301777,283.18
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,A,A,A,A,F,F,I,G,B,BI,BS,C,N,BM,A,L,GS,0.475784,0.488789,0.397983,0.383428,0.696981,0.331919,0.345585,0.36083,0.39849,0.39599,0.415029,0.40609,0.363547,0.60376,469.61
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,C,E,E,A,K,N,G,A,B,E,F,I,G,A,BI,BT,A,E,BH,A,K,DJ,0.273204,0.488789,0.484196,0.18295,0.281143,0.281253,0.296701,0.24564,0.38249,0.3148,0.307628,0.301921,0.276878,0.806617,556.82
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,G,C,A,A,G,E,G,M,K,BI,CO,A,AX,AJ,A,Q,HV,0.307837,0.827585,0.280933,0.364302,0.397069,0.666096,0.487324,0.36083,0.37853,0.48334,0.4922,0.481306,0.746494,0.335189,523.43
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,A,D,T,N,A,A,A,K,F,E,K,K,BI,CL,C,E,AD,A,P,LN,0.655966,0.555782,0.336963,0.738221,0.281143,0.894903,0.76938,0.819,0.58325,0.80569,0.843548,0.832658,0.866072,0.812373,610.87
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,K,A,A,A,G,G,H,K,K,BI,DK,A,AV,AF,E,N,HK,0.403067,0.785784,0.728827,0.24439,0.585792,0.550457,0.480422,0.2926,0.38249,0.59869,0.730752,0.717648,0.660756,0.305197,399.84
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,I,A,A,A,E,E,G,F,B,BI,EG,A,AP,K,E,K,DJ,0.513457,0.681761,0.54977,0.594598,0.405415,0.416181,0.402349,0.62918,0.5063,0.37493,0.338312,0.331643,0.315758,0.357316,519.48
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,B,A,A,B,D,E,K,H,B,AB,EG,A,J,BM,A,M,CK,0.325401,0.488789,0.592681,0.473202,0.758711,0.201125,0.260915,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.384641,384.56
B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,C,A,B,B,B,A,A,A,G,H,D,D,A,E,C,A,F,K,A,A,A,I,H,E,F,H,BI,EG,A,E,AN,E,I,KP,0.319068,0.299102,0.54977,0.208655,0.281143,0.540251,0.973001,0.3026,0.32128,0.46672,0.771508,0.785706,0.213045,0.812086,568.03
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,I,A,A,A,G,D,H,L,K,BI,DR,G,AV,AX,J,Q,HG,0.321594,0.15999,0.201309,0.402922,0.281143,0.567272,0.396288,0.61795,0.34365,0.38016,0.341813,0.335036,0.704052,0.306926,425.21
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,B,A,D,D,D,E,E,A,P,I,A,A,B,D,E,J,G,B,BI,EG,A,J,AE,A,K,CK,0.312802,0.681761,0.711159,0.412789,0.422268,0.220686,0.268988,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.600038,611.95
B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,A,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,D,A,D,T,I,C,A,A,K,F,G,L,K,BI,CL,A,AS,L,A,P,LN,0.612965,0.245921,0.230975,0.761209,0.281143,0.78973,0.664751,0.82252,0.58325,0.79863,0.757468,0.74464,0.862949,0.740079,490.61
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,A,E,C,A,F,I,A,A,B,G,G,E,F,D,BI,AC,A,AH,AT,A,J,HN,0.390575,0.555782,0.692825,0.473202,0.551723,0.541712,0.944379,0.54236,0.39447,0.28677,0.705501,0.692256,0.243546,0.250157,611.72
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,N,A,A,B,E,F,G,F,B,BI,EG,A,AH,A,A,J,DJ,0.432682,0.681761,0.80643,0.259793,0.281143,0.416181,0.583989,0.31796,0.38846,0.49444,0.457203,0.447145,0.30435,0.233142,457.44
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,N,A,A,A,G,F,G,J,K,BI,EB,C,AR,Y,A,M,HK,0.425579,0.620805,0.673861,0.809278,0.517162,0.608558,0.493861,0.92002,0.4832,0.67065,0.695685,0.682413,0.633362,0.424965,569.8
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,D,A,A,P,J,A,A,A,G,F,G,F,B,AB,CS,A,AX,K,F,K,HM,0.634734,0.488789,0.336963,0.894723,0.811271,0.45607,0.409847,0.36083,0.46853,0.51666,0.4922,0.485119,0.363547,0.327101,531.1
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,B,A,D,B,E,E,G,E,R,J,A,A,A,H,E,G,I,F,BI,CO,A,AK,N,C,M,HX,0.636078,0.488789,0.280933,0.50382,0.413817,0.663212,0.495465,0.32317,0.64873,0.79139,0.472726,0.500382,0.689974,0.46261,553.16
